usersHost,5.0,0.16666668662962905
manager,5.0,0.0
server04,5.0,0.16666686629629057
server03,5.0,0.0
server02,5.0,0.0
server01,5.0,0.0
usersHost,10.0,0.16666668092592518
manager,10.0,0.0
server04,10.0,0.16666680925925215
server03,10.0,0.0
server02,10.0,0.0
server01,10.0,0.0
usersHost,15.0,0.16666668437633056
manager,15.0,0.0
server04,15.0,0.16666683777776922
server03,15.0,0.0
server02,15.0,0.0
server01,15.0,0.0
usersHost,20.0,0.1666666752222221
manager,20.0,0.0
server04,20.0,0.16666676265725794
server03,20.0,0.0
server02,20.0,0.0
server01,20.0,0.0
usersHost,25.0,0.16666667522222223
manager,25.0,0.0
server04,25.0,0.16666675222222221
server03,25.0,0.0
server02,25.0,0.0
server01,25.0,0.0
usersHost,30.0,0.16666666951851852
manager,30.0,0.0
server04,30.0,0.16666669518518518
server03,30.0,0.0
server02,30.0,0.0
server01,30.0,0.0
usersHost,35.0,0.16666667547537384
manager,35.0,0.0
server04,35.0,0.1666667807407365
server03,35.0,0.0
server02,35.0,0.0
server01,35.0,0.0
usersHost,40.0,0.1666666837777769
manager,40.0,0.0
server04,40.0,0.16666683777776922
server03,40.0,0.0
server02,40.0,0.0
server01,40.0,0.0
usersHost,45.0,0.1666666780740735
manager,45.0,0.0
server04,45.0,0.16666678074073504
server03,45.0,0.0
server02,45.0,0.0
server01,45.0,0.0
usersHost,50.0,0.0
manager,50.0,0.0
server04,50.0,0.0
server03,50.0,0.0
server02,50.0,0.0
server01,50.0,0.0
usersHost,55.0,0.16666667522222178
manager,55.0,0.0
server04,55.0,0.16666675222221797
server03,55.0,0.0
server02,55.0,0.0
server01,55.0,0.0
usersHost,60.0,0.16666667522222178
manager,60.0,0.0
server04,60.0,0.16666675222221797
server03,60.0,0.0
server02,60.0,0.0
server01,60.0,0.0
