server08,5.0,0.4649653625
server07,5.0,0.4322158086
server06,5.0,0.5072082326
server05,5.0,0.4046886805833333
server04,5.0,0.52765769895
server03,5.0,0.4271188968833333
server02,5.0,0.49638689513333334
server01,5.0,0.47883669405
usersHost4,5.0,7.628114333333333E-4
usersHost3,5.0,7.183933833333333E-4
usersHost2,5.0,6.577603833333334E-4
usersHost1,5.0,6.853400166666666E-4
server08,10.0,0.4569777708666667
server07,10.0,0.4120946374333333
server06,10.0,0.5231156791166667
server05,10.0,0.43015426348333335
server04,10.0,0.4374215592166667
server03,10.0,0.4596739287333333
server02,10.0,0.5543144387666666
server01,10.0,0.4285444961666667
usersHost4,10.0,8.029744666666667E-4
usersHost3,10.0,7.2652665E-4
usersHost2,10.0,7.254628166666667E-4
usersHost1,10.0,6.448979833333332E-4
server08,15.0,0.48339082228333335
server07,15.0,0.5233900602666667
server06,15.0,0.52892433505
server05,15.0,0.6043858649166667
server04,15.0,0.4347379248666667
server03,15.0,0.34697673306666665
server02,15.0,0.5335485626166666
server01,15.0,0.4390577320333333
usersHost4,15.0,7.45069E-4
usersHost3,15.0,6.834599500000001E-4
usersHost2,15.0,7.314155E-4
usersHost1,15.0,7.468421333333334E-4
server08,20.0,0.45947515025
server07,20.0,0.5090700433166667
server06,20.0,0.5794696815333333
server05,20.0,0.29806421139999995
server04,20.0,0.5309364583833333
server03,20.0,0.3649314979166667
server02,20.0,0.4146973455333333
server01,20.0,0.46951280525
usersHost4,20.0,6.175828666666666E-4
usersHost3,20.0,7.043423333333334E-4
usersHost2,20.0,5.491448333333333E-4
usersHost1,20.0,7.302084499999999E-4
server08,25.0,0.4731863199333333
server07,25.0,0.6376034806
server06,25.0,0.4874524385333333
server05,25.0,0.4501377488166667
server04,25.0,0.47366784065
server03,25.0,0.45629636086666664
server02,25.0,0.5392392583333333
server01,25.0,0.42510255785
usersHost4,25.0,7.093601166666666E-4
usersHost3,25.0,7.440804500000001E-4
usersHost2,25.0,6.622587166666668E-4
usersHost1,25.0,6.728677E-4
server08,30.0,0.4570804802
server07,30.0,0.58015770375
server06,30.0,0.42626284158333333
server05,30.0,0.45735451018333334
server04,30.0,0.4444654338666667
server03,30.0,0.46080419651666665
server02,30.0,0.4329775754333334
server01,30.0,0.5361217480666667
usersHost4,30.0,6.748754833333333E-4
usersHost3,30.0,7.157648166666666E-4
usersHost2,30.0,7.188509E-4
usersHost1,30.0,7.650268E-4
server08,35.0,0.3995485679833333
server07,35.0,0.3899459933666667
server06,35.0,0.3585252962
server05,35.0,0.38856969951666664
server04,35.0,0.4656437703333334
server03,35.0,0.4140125317
server02,35.0,0.5362060742833333
server01,35.0,0.5065800307833334
usersHost4,35.0,6.320597833333333E-4
usersHost3,35.0,6.038989833333333E-4
usersHost2,35.0,6.38564E-4
usersHost1,35.0,7.422574833333333E-4
server08,40.0,0.4581892381666666
server07,40.0,0.4768253406333333
server06,40.0,0.41661719983333334
server05,40.0,0.5079522903833333
server04,40.0,0.5987523129
server03,40.0,0.43049484455
server02,40.0,0.46822501033333336
server01,40.0,0.3454444192333333
usersHost4,40.0,7.916519E-4
usersHost3,40.0,6.689907500000001E-4
usersHost2,40.0,7.770298666666666E-4
usersHost1,40.0,6.6875415E-4
server08,45.0,0.4664416722166667
server07,45.0,0.41462512921666667
server06,45.0,0.4141390301833333
server05,45.0,0.5306785712500001
server04,45.0,0.4941884866666667
server03,45.0,0.46595026058333333
server02,45.0,0.4755213903833333
server01,45.0,0.4578939119666667
usersHost4,45.0,7.689796333333334E-4
usersHost3,45.0,7.007159333333332E-4
usersHost2,45.0,6.90345E-4
usersHost1,45.0,6.830083166666667E-4
server08,50.0,0.51486709535
server07,50.0,0.3016775514333333
server06,50.0,0.5607563477
server05,50.0,0.4676718914333333
server04,50.0,0.39290584855
server03,50.0,0.5137686754
server02,50.0,0.54690513895
server01,50.0,0.44950550693333335
usersHost4,50.0,6.951644666666666E-4
usersHost3,50.0,6.821399333333334E-4
usersHost2,50.0,7.331306E-4
usersHost1,50.0,6.857439E-4
server08,55.0,0.5983948328333333
server07,55.0,0.37384602186666666
server06,55.0,0.31173494630000004
server05,55.0,0.40563981746666666
server04,55.0,0.33465877580000003
server03,55.0,0.5366624398666667
server02,55.0,0.53488283045
server01,55.0,0.44744309551666667
usersHost4,55.0,7.048633833333333E-4
usersHost3,55.0,6.012688666666667E-4
usersHost2,55.0,6.915145999999999E-4
usersHost1,55.0,4.921975666666667E-4
server08,60.0,0.61712556875
server07,60.0,0.49590660261666664
server06,60.0,0.43931332958333336
server05,60.0,0.3663975468333333
server04,60.0,0.40047442608333333
server03,60.0,0.38473991915
server02,60.0,0.4649855444
server01,60.0,0.5102025968333334
usersHost4,60.0,6.383998E-4
usersHost3,60.0,7.246196999999999E-4
usersHost2,60.0,6.1693565E-4
usersHost1,60.0,7.738619666666667E-4
server08,65.0,0.0
server07,65.0,0.0
server06,65.0,0.07042697646666667
server05,65.0,0.012493643183333333
server04,65.0,0.0
server03,65.0,0.012866666616666668
server02,65.0,0.020360309833333333
server01,65.0,0.024360309833333333
usersHost4,65.0,0.0
usersHost3,65.0,0.0
usersHost2,65.0,0.0
usersHost1,65.0,0.0
